v8-version,7,8,279,23,-node.46,0
tick,0xd5a9a2,1101815,0,0x0,1
tick,0x7f431f38758e,1103606,0,0x0,1
tick,0xd957e2,1104935,0,0x0,1
tick,0xdd7972,1106154,0,0x0,1
code-creation,Eval,12,1106860,0xc254aca0cce,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/cmap/wire_protocol/compression.js:1:1,0xc254aca0c00,~
code-creation,Eval,12,1107076,0xc254aca0f0e,210, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/cmap/wire_protocol/compression.js:1:1,0xc254aca0c38,~
tick,0x7f431f0a3639,1107811,0,0x0,0,0x7ffe764865f8,0xb4717c8f899,0x31e10299e01e,0x31e10299dec1,0x31e10299dd5a,0x31e10299d6f0,0x31e10299b398,0x31e10299a382,0x31e10299a02c,0x31e1029a6629,0xc254aca0f82,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254ac832e9,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254ac81db3,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16cc46e37899,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x13b35f714332,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x13b35f70fd70,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x27e8d5f6db89,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,Eval,12,1108053,0xc254aca17ae,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/deps.js:1:1,0xc254aca16e0,~
code-creation,Eval,12,1108532,0xc254aca1a3e,382, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/deps.js:1:1,0xc254aca1718,~
code-creation,LazyCompile,12,1108810,0xc254aca1de6,27,MongoMissingDependencyError /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/error.js:506:16,0x13b35f71ad90,~
code-creation,LazyCompile,12,1108861,0xc254aca1ee6,27,MongoAPIError /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/error.js:148:16,0x13b35f719fd0,~
code-creation,LazyCompile,12,1108907,0xc254aca1fe6,27,MongoDriverError /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/error.js:130:16,0x13b35f719f30,~
code-creation,LazyCompile,12,1108956,0xc254aca2106,66,MongoError /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/error.js:63:16,0x13b35f719c90,~
code-creation,LazyCompile,12,1109025,0xc254aca23a6,71,makeErrorModule /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/deps.js:8:25,0xc254aca17e0,~
code-creation,Eval,12,1109982,0xc254aca4186,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/saslprep/index.js:1:1,0xc254aca40b8,~
code-creation,Eval,12,1110102,0xc254aca440e,125, /home/franco/Desktop/coder/clase_16/desafio/node_modules/saslprep/index.js:1:1,0xc254aca40f0,~
code-creation,Eval,12,1110576,0xc254aca4986,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/saslprep/lib/memory-code-points.js:1:1,0xc254aca48b8,~
code-creation,Eval,12,1110730,0xc254aca4b56,165, /home/franco/Desktop/coder/clase_16/desafio/node_modules/saslprep/lib/memory-code-points.js:1:1,0xc254aca48f0,~
tick,0x7f431f0a3639,1111483,0,0x0,0,0x7ffe76486168,0xb4717c8f899,0x31e10299e01e,0x31e10299dec1,0x12086212b673,0x31e10299d72c,0x31e10299b398,0x31e10299a382,0x31e10299a02c,0x31e1029a6629,0xc254aca1b62,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca0f82,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254ac832e9,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254ac81db3,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16cc46e37899,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x13b35f714332,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x13b35f70fd70,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x27e8d5f6db89,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
tick,0x1468c48,1111530,0,0x0,0,0x31e10299b983,0x31e10299b26a,0x31e10299a382,0x31e10299a02c,0x31e1029a6629,0xc254aca4b83,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca443f,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca1b62,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca0f82,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254ac832e9,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254ac81db3,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16cc46e37899,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x13b35f714332,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x13b35f70fd70,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x27e8d5f6db89,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,Eval,12,1111645,0xc254aca55c6,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/sparse-bitfield/index.js:1:1,0xc254aca54f8,~
code-creation,Eval,12,1112054,0xc254aca5956,132, /home/franco/Desktop/coder/clase_16/desafio/node_modules/sparse-bitfield/index.js:1:1,0xc254aca5530,~
tick,0x7f431f098257,1112683,1,0xa0d4d0,3,0xc08330,0x31e1029a5b72,0x31e1029a505d,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca4b83,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca443f,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca1b62,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca0f82,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254ac832e9,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254ac81db3,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16cc46e37899,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x13b35f714332,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x13b35f70fd70,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x27e8d5f6db89,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,Eval,12,1113393,0xc254aca61fe,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/memory-pager/index.js:1:1,0xc254aca6130,~
code-creation,Eval,12,1114102,0xc254aca6746,164, /home/franco/Desktop/coder/clase_16/desafio/node_modules/memory-pager/index.js:1:1,0xc254aca6168,~
tick,0x7f431f098257,1114101,1,0xa0d4d0,3,0xc08330,0x31e1029a5b72,0x31e1029a505d,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca5972,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca4b83,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca443f,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca1b62,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca0f82,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254ac832e9,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254ac81db3,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16cc46e37899,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x13b35f714332,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x13b35f70fd70,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x27e8d5f6db89,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,LazyCompile,12,1114736,0xc254aca7476,126,read /home/franco/Desktop/coder/clase_16/desafio/node_modules/saslprep/lib/memory-code-points.js:15:14,0xc254aca49b8,~
code-creation,LazyCompile,12,1115048,0xc254aca7626,134,readUInt32BE internal/buffer.js:300:22,0xec3a31aea58,~
code-creation,LazyCompile,12,1115100,0xc254aca77d6,33,validateNumber internal/validators.js:123:24,0xec3a31ac650,~
code-creation,LazyCompile,12,1115193,0xc254aca7946,90,slice buffer.js:1104:40,0xec3a31a94d8,~
code-creation,LazyCompile,12,1115244,0xc254aca7ab6,77,adjustOffset buffer.js:1087:22,0xec3a31a8448,~
code-creation,LazyCompile,12,1115373,0xc254aca7d76,331,Bitfield /home/franco/Desktop/coder/clase_16/desafio/node_modules/sparse-bitfield/index.js:5:19,0xc254aca55f8,~
code-creation,LazyCompile,12,1115895,0xc254aca8056,7,isBuffer buffer.js:519:36,0xec3a31a8718,~
tick,0x7f431f098257,1115862,0,0x0,3,0x1057ae0,0xc254aca74ef,0xc254aca4bab,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca443f,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca1b62,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca0f82,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254ac832e9,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254ac81db3,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16cc46e37899,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x13b35f714332,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x13b35f70fd70,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x27e8d5f6db89,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,LazyCompile,12,1116000,0xc254aca82fe,171,Pager /home/franco/Desktop/coder/clase_16/desafio/node_modules/memory-pager/index.js:3:16,0xc254aca6230,~
code-creation,LazyCompile,12,1116396,0xc254aca85e6,11,powerOfTwo /home/franco/Desktop/coder/clase_16/desafio/node_modules/sparse-bitfield/index.js:93:21,0xc254aca5698,~
code-creation,LazyCompile,12,1116887,0xc254aca8726,186,Pager.set /home/franco/Desktop/coder/clase_16/desafio/node_modules/memory-pager/index.js:81:32,0xc254aca65a0,~
code-creation,LazyCompile,12,1116998,0xc254aca894e,133,Pager._array /home/franco/Desktop/coder/clase_16/desafio/node_modules/memory-pager/index.js:38:35,0xc254aca6500,~
code-creation,LazyCompile,12,1117497,0xc254aca8af6,119,factor /home/franco/Desktop/coder/clase_16/desafio/node_modules/memory-pager/index.js:156:17,0xc254aca6410,~
tick,0x7f431f098257,1117527,0,0x0,3,0x1057ae0,0xc254aca8730,0xc254aca7e91,0xc254aca7d84,0xc254aca74ef,0xc254aca4bab,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca443f,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca1b62,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254aca0f82,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254ac832e9,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0xc254ac81db3,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16cc46e37899,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x13b35f714332,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x13b35f70fd70,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x27e8d5f6db89,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,LazyCompile,12,1118023,0xc254aca8c96,70,truncate /home/franco/Desktop/coder/clase_16/desafio/node_modules/memory-pager/index.js:128:19,0xc254aca62d0,~
code-creation,LazyCompile,12,1118110,0xc254aca8e16,30,Page /home/franco/Desktop/coder/clase_16/desafio/node_modules/memory-pager/index.js:149:15,0xc254aca63c0,~
code-creation,Eval,12,1120593,0xc254acaa53e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/cmap/stream_description.js:1:1,0xc254acaa470,~
code-creation,Eval,12,1120648,0xc254acaa71e,118, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/cmap/stream_description.js:1:1,0xc254acaa4a8,~
code-creation,Eval,12,1121169,0xc254acab3be,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/cmap/command_monitoring_events.js:1:1,0xc254acab2f0,~
code-creation,Eval,12,1121227,0xc254acabc1e,341, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/cmap/command_monitoring_events.js:1:1,0xc254acab328,~
code-creation,Eval,12,1121661,0xc254acac63e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/mongo_types.js:1:1,0xc254acac570,~
code-creation,Eval,12,1121701,0xc254acac99e,160, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/mongo_types.js:1:1,0xc254acac5a8,~
code-creation,Eval,12,1122076,0xc254acad24e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/cmap/metrics.js:1:1,0xc254acad180,~
code-creation,Eval,12,1122112,0xc254acad536,123, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/cmap/metrics.js:1:1,0xc254acad1b8,~
code-creation,Eval,12,1122664,0xc254acae556,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/cursor/aggregation_cursor.js:1:1,0xc254acae488,~
code-creation,Eval,12,1122714,0xc254acaec8e,279, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/cursor/aggregation_cursor.js:1:1,0xc254acae4c0,~
code-creation,Eval,12,1123055,0xc254acaf4de,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/aggregate.js:1:1,0xc254acaf410,~
code-creation,Eval,12,1123133,0xc254acaf7fe,287, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/aggregate.js:1:1,0xc254acaf448,~
code-creation,LazyCompile,12,1123305,0xc254acafcb6,99,defineAspects /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/operation.js:55:23,0x16cc46e3e190,~
code-creation,Eval,12,1123808,0xc254acb0646,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/cursor/find_cursor.js:1:1,0xc254acb0578,~
code-creation,Eval,12,1123866,0xc254acb0fbe,388, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/cursor/find_cursor.js:1:1,0xc254acb05b0,~
tick,0x7f431f0f4690,1124434,0,0x0,5,0x7ffe76487a68,0xb4717c9203d,0x31e10299d665,0x31e10299b398,0x31e10299a382,0x31e10299a02c,0x31e1029a6629,0xc254acb101a,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x13b35f70fdce,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x27e8d5f6db89,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,Eval,12,1125014,0xc254acb179e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/count.js:1:1,0xc254acb16d0,~
code-creation,Eval,12,1125056,0xc254acb199e,153, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/count.js:1:1,0xc254acb1708,~
code-creation,Eval,12,1125737,0xc254acb2456,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/find.js:1:1,0xc254acb2388,~
code-creation,Eval,12,1125809,0xc254acb2746,278, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/find.js:1:1,0xc254acb23c0,~
code-creation,Eval,12,1126248,0xc254acb2ea6,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/sort.js:1:1,0xc254acb2dd8,~
code-creation,Eval,12,1126304,0xc254acb3356,127, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/sort.js:1:1,0xc254acb2e10,~
code-creation,Eval,12,1127433,0xc254acb418e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/indexes.js:1:1,0xc254acb40c0,~
code-creation,Eval,12,1127530,0xc254acb4cfe,923, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/indexes.js:1:1,0xc254acb40f8,~
code-creation,Eval,12,1127946,0xc254acb5886,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/common_functions.js:1:1,0xc254acb57b8,~
code-creation,Eval,12,1128050,0xc254acb5a56,100, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/common_functions.js:1:1,0xc254acb57f0,~
code-creation,Eval,12,1129034,0xc254acb624e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/list_collections.js:1:1,0xc254acb6180,~
code-creation,Eval,12,1129092,0xc254acb65be,307, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/list_collections.js:1:1,0xc254acb61b8,~
code-creation,Eval,12,1129376,0xc254acb6d4e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/constants.js:1:1,0xc254acb6c80,~
code-creation,Eval,12,1129406,0xc254acb6e7e,105, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/constants.js:1:1,0xc254acb6cb8,~
code-creation,Eval,12,1129821,0xc254acb7586,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/admin.js:1:1,0xc254acb74b8,~
code-creation,Eval,12,1129865,0xc254acb7a86,228, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/admin.js:1:1,0xc254acb74f0,~
code-creation,Eval,12,1130236,0xc254acb8126,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/add_user.js:1:1,0xc254acb8058,~
code-creation,Eval,12,1130315,0xc254acb833e,179, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/add_user.js:1:1,0xc254acb8090,~
code-creation,Eval,12,1130993,0xc254acb88ae,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/remove_user.js:1:1,0xc254acb87e0,~
code-creation,Eval,12,1131059,0xc254acb8aa6,135, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/remove_user.js:1:1,0xc254acb8818,~
code-creation,Eval,12,1131595,0xc254acb8fb6,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/validate_collection.js:1:1,0xc254acb8ee8,~
code-creation,Eval,12,1131669,0xc254acb917e,109, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/validate_collection.js:1:1,0xc254acb8f20,~
code-creation,Eval,12,1132274,0xc254acb962e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/list_databases.js:1:1,0xc254acb9560,~
code-creation,Eval,12,1132352,0xc254acb983e,171, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/list_databases.js:1:1,0xc254acb9598,~
code-creation,Eval,12,1133189,0xc254acba09e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/mongo_client.js:1:1,0xc254acb9fd0,~
code-creation,Eval,12,1133281,0xc254acbab06,363, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/mongo_client.js:1:1,0xc254acba008,~
code-creation,Eval,12,1134111,0xc254acbb96e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/db.js:1:1,0xc254acbb8a0,~
code-creation,Eval,12,1134258,0xc254acbc7ce,636, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/db.js:1:1,0xc254acbb8d8,~
code-creation,Eval,12,1135383,0xc254acbdae6,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/collection.js:1:1,0xc254acbda18,~
code-creation,Eval,12,1135521,0xc254acbef96,735, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/collection.js:1:1,0xc254acbda50,~
code-creation,Eval,12,1136097,0xc254acbfd66,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/bulk/unordered.js:1:1,0xc254acbfc98,~
code-creation,Eval,12,1136435,0x1fcabbf7e5f6,135, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/bulk/unordered.js:1:1,0xc254acbfcd0,~
code-creation,Eval,12,1137953,0x1fcabbf7fc36,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/bulk/common.js:1:1,0x1fcabbf7fb68,~
code-creation,Eval,12,1138144,0x1a95c1c43066,1086, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/bulk/common.js:1:1,0x1fcabbf7fba0,~
code-creation,Eval,12,1139065,0x1fcabbf66afe,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/insert.js:1:1,0x1fcabbf66a30,~
code-creation,Eval,12,1139173,0xec3a31bc306,395, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/insert.js:1:1,0x1fcabbf66a68,~
code-creation,Eval,12,1139736,0xec3a31bca1e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/bulk_write.js:1:1,0xec3a31bc950,~
code-creation,Eval,12,1139789,0xec3a31bcc0e,125, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/bulk_write.js:1:1,0xec3a31bc988,~
code-creation,Eval,12,1140429,0xec3a31b3106,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/update.js:1:1,0xec3a31b3038,~
code-creation,Eval,12,1140528,0xec3a31b370e,597, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/update.js:1:1,0xec3a31b3070,~
code-creation,Eval,12,1141000,0xec3a31a9d56,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/delete.js:1:1,0xec3a31a9c88,~
code-creation,Eval,12,1141084,0xec3a31aa266,462, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/operations/delete.js:1:1,0xec3a31a9cc0,~
code-creation,Eval,12,1141528,0xec3a31aaff6,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/bulk/ordered.js:1:1,0xec3a31aaf28,~
code-creation,Eval,12,1141569,0xec3a31ab1c6,129, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/bulk/ordered.js:1:1,0xec3a31aaf60,~
code-creation,Eval,12,1142113,0xec3a319a666,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/change_stream.js:1:1,0xec3a319a598,~
code-creation,Eval,12,1142188,0xec3a31a40ee,775, /home/franco/Desktop/coder/clase_16/desafio/node_modules/mongodb/lib/change_stream.js:1:1,0xec3a319a5d0,~
code-creation,Eval,12,1142763,0x31e1029bc606,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/denque/index.js:1:1,0x31e1029bc538,~
code-creation,Eval,12,1142817,0x31e1029b735e,335, /home/franco/Desktop/coder/clase_16/desafio/node_modules/denque/index.js:1:1,0x31e1029bc570,~
