v8-version,7,8,279,23,-node.46,0
code-creation,Eval,12,1947554,0x9c60a9d356,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/index.js:1:1,0x9c60a9d288,~
code-creation,Eval,12,1947623,0x9c60a9d4d6,192, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/index.js:1:1,0x9c60a9d2c0,~
code-creation,Eval,12,1948005,0x9c60a9d9b6,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/building_number.js:1:1,0x9c60a9d8e8,~
code-creation,Eval,12,1948256,0x9c60a9da66,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/building_number.js:1:1,0x9c60a9d920,~
code-creation,Eval,12,1949248,0x9c60a9de86,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/street_prefix.js:1:1,0x9c60a9ddb8,~
code-creation,Eval,12,1949306,0x9c60a9df36,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/street_prefix.js:1:1,0x9c60a9ddf0,~
tick,0xe24020,1949417,1,0xa0d4d0,3,0xc08330,0x31e1029a5b72,0x31e1029a505d,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a9d4f0,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,Eval,12,1949732,0x9c60a9e33e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/secondary_address.js:1:1,0x9c60a9e270,~
code-creation,Eval,12,1950112,0x9c60a9e3ee,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/secondary_address.js:1:1,0x9c60a9e2a8,~
code-creation,Eval,12,1950591,0x9c60a9e7a6,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/postcode.js:1:1,0x9c60a9e6d8,~
code-creation,Eval,12,1950737,0x9c60a9e856,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/postcode.js:1:1,0x9c60a9e710,~
code-creation,Eval,12,1951063,0x9c60a9efbe,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/state.js:1:1,0x9c60a9eef0,~
code-creation,Eval,12,1951098,0x9c60a9f06e,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/state.js:1:1,0x9c60a9ef28,~
code-creation,Eval,12,1951718,0x9c60a9f856,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/city_name.js:1:1,0x9c60a9f788,~
code-creation,Eval,12,1951772,0x9c60a9f906,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/city_name.js:1:1,0x9c60a9f7c0,~
tick,0x7f431f098257,1952744,1,0xa0d4d0,3,0xc08330,0x31e1029a5b72,0x31e1029a505d,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a9d520,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,Eval,12,1952942,0x9c60a9fc9e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/city.js:1:1,0x9c60a9fbd0,~
code-creation,Eval,12,1952984,0x9c60a9fd4e,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/city.js:1:1,0x9c60a9fc08,~
tick,0x7f431f098257,1954473,0,0x0,4,0x10711d0,0x31e1029999c6,0x31e102999581,0x31e10299a3ff,0x31e10299a02c,0x31e1029a6629,0x9c60a9d538,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
tick,0x7f431f098255,1957500,0,0x0,4,0x10711d0,0x31e1029999c6,0x31e102999581,0x31e10299a3ff,0x31e10299a02c,0x31e1029a6629,0x9c60a9d538,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,LazyCompile,0,1959367,0xb4717c98820,5828,Module._nodeModulePaths internal/modules/cjs/loader.js:567:37,0x28a563730bb8,*
tick,0x7f431f0b858f,1960486,0,0x0,4,0x10711d0,0x31e1029999c6,0x31e102999581,0x31e10299a3ff,0x31e10299a02c,0x31e1029a6629,0x9c60a9d538,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
tick,0x7f431f098255,1962066,0,0x0,4,0x10711d0,0x31e1029999c6,0x31e102999581,0x31e10299a3ff,0x31e10299a02c,0x31e1029a6629,0x9c60a9d538,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
tick,0x7f431f098257,1962833,0,0x0,4,0x10711d0,0x31e1029999c6,0x31e102999581,0x31e10299a3ff,0x31e10299a02c,0x31e1029a6629,0x9c60a9d538,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
tick,0x7f431f098257,1965017,0,0x0,4,0x10711d0,0x31e1029999c6,0x31e102999581,0x31e10299a3ff,0x31e10299a02c,0x31e1029a6629,0x9c60a9d538,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
tick,0x7f431f098255,1970160,0,0x0,4,0x10711d0,0x31e1029999c6,0x31e102999581,0x31e10299a3ff,0x31e10299a02c,0x31e1029a6629,0x9c60a9d538,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
tick,0x7f431f098255,1973114,0,0x0,4,0x10711d0,0x31e1029999c6,0x31e102999581,0x31e10299a3ff,0x31e10299a02c,0x31e1029a6629,0x9c60a9d538,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
tick,0x7f431f098255,1979113,0,0x0,4,0x10711d0,0x31e1029999c6,0x31e102999581,0x31e10299a3ff,0x31e10299a02c,0x31e1029a6629,0x9c60a9d538,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
tick,0x7f431f098255,1980408,0,0x0,4,0x10711d0,0x31e1029999c6,0x31e102999581,0x31e10299a3ff,0x31e10299a02c,0x31e1029a6629,0x9c60a9d538,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
tick,0x7f431f098257,1982123,0,0x0,4,0x10711d0,0x31e1029999c6,0x31e102999581,0x31e10299a3ff,0x31e10299a02c,0x31e1029a6629,0x9c60a9d538,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
tick,0x7f431f098257,1983185,0,0x0,4,0x10711d0,0x31e1029999c6,0x31e102999581,0x31e10299a3ff,0x31e10299a02c,0x31e1029a6629,0x9c60a9d538,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
tick,0x7f431f098257,1985103,0,0x0,4,0x10711d0,0x31e1029999c6,0x31e102999581,0x31e10299a3ff,0x31e10299a02c,0x31e1029a6629,0x9c60a9d538,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,LazyCompile,0,1987654,0xb4717c99f40,8709,Module._findPath internal/modules/cjs/loader.js:436:28,0x28a563730b18,*
code-creation,Eval,12,1988301,0x9c60aa53ee,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/street_suffix.js:1:1,0x9c60aa5320,~
code-creation,Eval,12,1988495,0x9c60aa549e,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/street_suffix.js:1:1,0x9c60aa5358,~
code-creation,LazyCompile,0,1991446,0xb4717c9c1a0,1480,updateChildren internal/modules/cjs/loader.js:134:24,0x28a5637302c8,*
tick,0x7f431f38a29a,1992154,0,0x0,4,0x1057bf0,0x31e102999581,0x31e10299a3ff,0x31e10299a02c,0x31e1029a6629,0x9c60a9d544,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,Eval,12,1992596,0x9c60aa5db6,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/street_name.js:1:1,0x9c60aa5ce8,~
code-creation,Eval,12,1992646,0x9c60aa5e66,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/street_name.js:1:1,0x9c60aa5d20,~
tick,0x7f431f098257,1992901,0,0x0,4,0x10711d0,0x31e1029999c6,0x31e102999581,0x31e10299a3ff,0x31e10299a02c,0x31e1029a6629,0x9c60a9d544,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,Eval,12,1993415,0x9c60aa62f6,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/street_address.js:1:1,0x9c60aa6228,~
code-creation,Eval,12,1993506,0x9c60aa63a6,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/street_address.js:1:1,0x9c60aa6260,~
code-creation,Eval,12,1993753,0x9c60aa6756,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/default_country.js:1:1,0x9c60aa6688,~
code-creation,Eval,12,1993847,0x9c60aa6806,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/default_country.js:1:1,0x9c60aa66c0,~
code-creation,Eval,12,1994062,0x9c60aa6c46,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/city_prefix.js:1:1,0x9c60aa6b78,~
code-creation,Eval,12,1994151,0x9c60aa6cf6,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/city_prefix.js:1:1,0x9c60aa6bb0,~
code-creation,Eval,12,1994368,0x9c60aa7136,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/city_suffix.js:1:1,0x9c60aa7068,~
code-creation,Eval,12,1994458,0x9c60aa71e6,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/city_suffix.js:1:1,0x9c60aa70a0,~
code-creation,Eval,12,1994869,0x9c60aa935e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/country.js:1:1,0x9c60aa9290,~
code-creation,Eval,12,1994900,0x9c60aa940e,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/country.js:1:1,0x9c60aa92c8,~
code-creation,Eval,12,1995196,0x9c60aa97be,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/country_code.js:1:1,0x9c60aa96f0,~
code-creation,Eval,12,1995365,0x9c60aa986e,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/address/country_code.js:1:1,0x9c60aa9728,~
code-creation,Eval,12,1995674,0x9c60aa9c7e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/phone_number/index.js:1:1,0x9c60aa9bb0,~
code-creation,Eval,12,1996069,0x9c60aa9d1e,24, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/phone_number/index.js:1:1,0x9c60aa9be8,~
code-creation,Eval,12,1996741,0x9c60aaa296,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/phone_number/formats.js:1:1,0x9c60aaa1c8,~
code-creation,Eval,12,1996842,0x9c60aaa346,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/phone_number/formats.js:1:1,0x9c60aaa200,~
code-creation,Eval,12,1997111,0x9c60aaa776,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/lorem/index.js:1:1,0x9c60aaa6a8,~
code-creation,Eval,12,1997143,0x9c60aaa816,24, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/lorem/index.js:1:1,0x9c60aaa6e0,~
code-creation,Eval,12,1997386,0x9c60aab64e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/lorem/words.js:1:1,0x9c60aab580,~
code-creation,Eval,12,1997408,0x9c60aab6fe,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/lorem/words.js:1:1,0x9c60aab5b8,~
code-creation,Eval,12,1997620,0x9c60aabb06,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/cell_phone/index.js:1:1,0x9c60aaba38,~
code-creation,Eval,12,1997726,0x9c60aabba6,24, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/cell_phone/index.js:1:1,0x9c60aaba70,~
code-creation,Eval,12,1997946,0x9c60aac17e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/cell_phone/formats.js:1:1,0x9c60aac0b0,~
code-creation,Eval,12,1998040,0x9c60aac22e,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/cell_phone/formats.js:1:1,0x9c60aac0e8,~
code-creation,Eval,12,1998607,0x9c60aac61e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/date/index.js:1:1,0x9c60aac550,~
code-creation,Eval,12,1998751,0x9c60aac6ce,36, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/date/index.js:1:1,0x9c60aac588,~
code-creation,Eval,12,1999142,0x9c60aacc4e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/date/month.js:1:1,0x9c60aacb80,~
code-creation,Eval,12,1999303,0x9c60aacd9e,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/date/month.js:1:1,0x9c60aacbb8,~
tick,0x7f431f38ae9e,1999510,1,0xa26930,6,0xc08330,0x31e1029a28f3,0x31e1029a21bf,0x31e1029a0fa1,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a9d550,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a938fe,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,LazyCompile,0,1999911,0xb4717c9c7c0,427,isFileType fs.js:175:20,0x28a563735930,*
code-creation,Eval,12,2000362,0x9c60aad4ae,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/date/weekday.js:1:1,0x9c60aad3e0,~
code-creation,Eval,12,2000751,0x9c60aad5fe,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/date/weekday.js:1:1,0x9c60aad418,~
tick,0x7f431f0a3639,2001422,0,0x0,0,0x7ffe76487890,0xb4717c9203d,0x31e10299de93,0x31e10299dd5a,0x12086212b655,0xb4717c9b19e,0x31e10299b398,0x31e10299a382,0x31e10299a02c,0x31e1029a6629,0x9c60a9393a,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,Eval,12,2001684,0x9c60aad9ee,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/vehicle/index.js:1:1,0x9c60aad920,~
code-creation,Eval,12,2001823,0x9c60aadabe,60, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/vehicle/index.js:1:1,0x9c60aad958,~
code-creation,Eval,12,2002216,0x9c60aae1de,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/vehicle/manufacturer.js:1:1,0x9c60aae110,~
code-creation,Eval,12,2002369,0x9c60aae28e,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/vehicle/manufacturer.js:1:1,0x9c60aae148,~
code-creation,Eval,12,2002786,0x9c60aaea06,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/vehicle/model.js:1:1,0x9c60aae938,~
code-creation,Eval,12,2003169,0x9c60aaeab6,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/vehicle/model.js:1:1,0x9c60aae970,~
tick,0x7f431f098257,2003416,1,0xa0d4d0,3,0xc08330,0x31e1029a5b72,0x31e1029a505d,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60aadad8,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x9c60a9393a,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e05707,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x31e10299a02c,0x31e1029a6629,0x16dd26e03c4b,0x31e1029a51c4,0x31e1029a0faf,0x31e1029a067e,0x31e10299a492,0x120862123b2d,0x9e5290,0xc5bc19b569a,0x13bdfd3
code-creation,Eval,12,2003675,0x9c60aaef5e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/vehicle/vehicle_type.js:1:1,0x9c60aaee90,~
code-creation,Eval,12,2004050,0x9c60aaf00e,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/vehicle/vehicle_type.js:1:1,0x9c60aaeec8,~
code-creation,Eval,12,2005054,0x9c60aaf41e,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/vehicle/fuel.js:1:1,0x9c60aaf350,~
code-creation,Eval,12,2005086,0x9c60aaf4ce,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/vehicle/fuel.js:1:1,0x9c60aaf388,~
code-creation,Eval,12,2005359,0x9c60aaf8be,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/internet/index.js:1:1,0x9c60aaf7f0,~
code-creation,Eval,12,2005386,0x9c60aaf97e,48, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/internet/index.js:1:1,0x9c60aaf828,~
code-creation,Eval,12,2005664,0x9c60aafd66,6, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/internet/free_email.js:1:1,0x9c60aafc98,~
code-creation,Eval,12,2005942,0x9c60aafe16,11, /home/franco/Desktop/coder/clase_16/desafio/node_modules/faker/lib/locales/fa/internet/free_email.js:1:1,0x9c60aafcd0,~
